date,origin,destination,vessel_type,estimated_charter_rate_usd_day,one_way_voyage_days,one_way_bunker_cost_usd,one_way_cost_usd_mt,commercial_voyage_days,commercial_bunker_cost_usd,estimated_spot_freight_usd_mt,estimated_freight_rate_usd_mt,estimated_freight_rate_inr_mt,calibration_status,methodology,data_type
2023-01-17,NEWCASTLE_AU,VIZAG,CAPESIZE,22248.25,20.53,583329.7,7.0,38.11,1006457.53,12.23,12.23,997.67,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-17,NEWCASTLE_AU,VIZAG,PANAMAX,14157.98,20.53,374733.13,10.93,38.11,646778.35,19.09,19.09,1557.15,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,KALIMANTAN_ID,HALDIA,PANAMAX,13530.81,11.22,176425.44,6.12,20.83,305094.88,10.53,10.53,856.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,KALIMANTAN_ID,PARADIP,CAPESIZE,21262.7,10.13,260199.59,3.68,19.46,451446.63,6.41,6.41,521.57,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,KALIMANTAN_ID,PARADIP,PANAMAX,13530.81,10.13,167649.02,5.78,19.46,291305.41,10.07,10.07,818.65,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,KALIMANTAN_ID,VIZAG,CAPESIZE,21262.7,10.51,251518.4,3.68,19.58,434932.56,6.33,6.33,514.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,KALIMANTAN_ID,VIZAG,PANAMAX,13530.81,10.51,162390.67,5.78,19.58,281034.03,9.94,9.94,808.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,NEWCASTLE_AU,HALDIA,PANAMAX,13530.81,21.08,389783.14,11.07,39.06,672603.5,19.3,19.3,1569.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,NEWCASTLE_AU,PARADIP,CAPESIZE,21262.7,19.98,593570.99,6.87,37.69,1025678.86,12.07,12.07,981.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,NEWCASTLE_AU,PARADIP,PANAMAX,13530.81,19.98,381006.71,10.73,37.69,658814.03,18.84,18.84,1532.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,NEWCASTLE_AU,VIZAG,CAPESIZE,21262.7,20.53,590310.46,6.92,38.11,1018501.9,12.08,12.08,982.53,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-18,NEWCASTLE_AU,VIZAG,PANAMAX,13530.81,20.53,379217.59,10.81,38.11,654518.4,18.86,18.86,1533.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,KALIMANTAN_ID,HALDIA,PANAMAX,13375.07,11.22,175903.86,6.09,20.83,304192.9,10.47,10.47,850.86,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,KALIMANTAN_ID,PARADIP,CAPESIZE,21017.96,10.13,259430.34,3.66,19.46,450111.98,6.38,6.38,518.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,KALIMANTAN_ID,PARADIP,PANAMAX,13375.07,10.13,167153.38,5.75,19.46,290444.2,10.01,10.01,813.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,KALIMANTAN_ID,VIZAG,CAPESIZE,21017.96,10.51,250774.81,3.66,19.58,433646.73,6.29,6.29,511.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,KALIMANTAN_ID,VIZAG,PANAMAX,13375.07,10.51,161910.58,5.75,19.58,280203.18,9.89,9.89,803.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,NEWCASTLE_AU,HALDIA,PANAMAX,13375.07,21.08,388630.78,11.01,39.06,670615.02,19.19,19.19,1559.49,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,NEWCASTLE_AU,PARADIP,CAPESIZE,21017.96,19.98,591816.16,6.83,37.69,1022646.55,12.0,12.0,975.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,NEWCASTLE_AU,PARADIP,PANAMAX,13375.07,19.98,379880.3,10.67,37.69,656866.32,18.73,18.73,1522.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,NEWCASTLE_AU,VIZAG,CAPESIZE,21017.96,20.53,588565.27,6.88,38.11,1015490.81,12.01,12.01,976.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-19,NEWCASTLE_AU,VIZAG,PANAMAX,13375.07,20.53,378096.48,10.75,38.11,652583.39,18.75,18.75,1523.71,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,KALIMANTAN_ID,HALDIA,PANAMAX,13739.03,11.22,179294.15,6.19,20.83,310055.77,10.66,10.66,863.38,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,KALIMANTAN_ID,PARADIP,CAPESIZE,21589.91,10.13,264430.48,3.72,19.46,458787.23,6.49,6.49,525.92,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,KALIMANTAN_ID,PARADIP,PANAMAX,13739.03,10.13,170375.02,5.85,19.46,296042.08,10.19,10.19,825.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,KALIMANTAN_ID,VIZAG,CAPESIZE,21589.91,10.51,255608.13,3.72,19.58,442004.64,6.41,6.41,519.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,KALIMANTAN_ID,VIZAG,PANAMAX,13739.03,10.51,165031.17,5.85,19.58,285603.68,10.07,10.07,815.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,NEWCASTLE_AU,HALDIA,PANAMAX,13739.03,21.08,396121.07,11.22,39.06,683540.14,19.57,19.57,1585.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,NEWCASTLE_AU,PARADIP,CAPESIZE,21589.91,19.98,603222.55,6.97,37.69,1042356.56,12.24,12.24,991.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,NEWCASTLE_AU,PARADIP,PANAMAX,13739.03,19.98,387201.94,10.88,37.69,669526.46,19.11,19.11,1547.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,NEWCASTLE_AU,VIZAG,CAPESIZE,21589.91,20.53,599909.01,7.02,38.11,1035062.9,12.25,12.25,992.25,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-20,NEWCASTLE_AU,VIZAG,PANAMAX,13739.03,20.53,385383.73,10.96,38.11,665160.98,19.12,19.12,1548.87,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,KALIMANTAN_ID,HALDIA,PANAMAX,13285.01,11.22,181380.48,6.15,20.83,313663.69,10.58,10.58,861.05,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,KALIMANTAN_ID,PARADIP,CAPESIZE,20876.44,10.13,267507.49,3.7,19.46,464125.84,6.44,6.44,524.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,KALIMANTAN_ID,PARADIP,PANAMAX,13285.01,10.13,172357.56,5.81,19.46,299486.94,10.11,10.11,823.41,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,KALIMANTAN_ID,VIZAG,CAPESIZE,20876.44,10.51,258582.48,3.69,19.58,447147.96,6.36,6.36,517.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,KALIMANTAN_ID,VIZAG,PANAMAX,13285.01,10.51,166951.53,5.81,19.58,288927.07,9.99,9.99,812.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,NEWCASTLE_AU,HALDIA,PANAMAX,13285.01,21.08,400730.48,11.15,39.06,691494.06,19.43,19.43,1582.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,NEWCASTLE_AU,PARADIP,CAPESIZE,20876.44,19.98,610241.86,6.93,37.69,1054485.8,12.16,12.16,989.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,NEWCASTLE_AU,PARADIP,PANAMAX,13285.01,19.98,391707.56,10.82,37.69,677317.31,18.97,18.97,1544.54,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,NEWCASTLE_AU,VIZAG,CAPESIZE,20876.44,20.53,606889.77,6.97,38.11,1047107.27,12.16,12.16,990.15,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-23,NEWCASTLE_AU,VIZAG,PANAMAX,13285.01,20.53,389868.2,10.89,38.11,672901.03,18.99,18.99,1545.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,KALIMANTAN_ID,HALDIA,PANAMAX,12998.9,11.22,182032.46,6.11,20.83,314791.17,10.51,10.51,856.69,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,KALIMANTAN_ID,PARADIP,CAPESIZE,20426.84,10.13,268469.06,3.68,19.46,465794.16,6.4,6.4,521.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,KALIMANTAN_ID,PARADIP,PANAMAX,12998.9,10.13,172977.11,5.78,19.46,300563.45,10.05,10.05,819.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,KALIMANTAN_ID,VIZAG,CAPESIZE,20426.84,10.51,259511.96,3.67,19.58,448755.25,6.32,6.32,514.9,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,KALIMANTAN_ID,VIZAG,PANAMAX,12998.9,10.51,167551.64,5.77,19.58,289965.63,9.92,9.92,808.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,NEWCASTLE_AU,HALDIA,PANAMAX,12998.9,21.08,402170.92,11.09,39.06,693979.67,19.31,19.31,1574.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,NEWCASTLE_AU,PARADIP,CAPESIZE,20426.84,19.98,612435.4,6.89,37.69,1058276.19,12.08,12.08,984.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,NEWCASTLE_AU,PARADIP,PANAMAX,12998.9,19.98,393115.57,10.75,37.69,679751.95,18.85,18.85,1537.09,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,NEWCASTLE_AU,VIZAG,CAPESIZE,20426.84,20.53,609071.25,6.93,38.11,1050871.14,12.08,12.08,985.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-24,NEWCASTLE_AU,VIZAG,PANAMAX,12998.9,20.53,391269.59,10.83,38.11,675319.8,18.87,18.87,1538.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,KALIMANTAN_ID,HALDIA,PANAMAX,13093.53,11.22,182423.65,6.13,20.83,315467.65,10.55,10.55,859.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,KALIMANTAN_ID,PARADIP,CAPESIZE,20575.54,10.13,269045.99,3.69,19.46,466795.15,6.42,6.42,523.54,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,KALIMANTAN_ID,PARADIP,PANAMAX,13093.53,10.13,173348.83,5.8,19.46,301209.36,10.09,10.09,821.89,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,KALIMANTAN_ID,VIZAG,CAPESIZE,20575.54,10.51,260069.65,3.68,19.58,449719.63,6.34,6.34,516.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,KALIMANTAN_ID,VIZAG,PANAMAX,13093.53,10.51,167911.71,5.79,19.58,290588.77,9.96,9.96,811.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,NEWCASTLE_AU,HALDIA,PANAMAX,13093.53,21.08,403035.19,11.13,39.06,695471.03,19.38,19.38,1579.66,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,NEWCASTLE_AU,PARADIP,CAPESIZE,20575.54,19.98,613751.52,6.91,37.69,1060550.42,12.12,12.12,987.99,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,NEWCASTLE_AU,PARADIP,PANAMAX,13093.53,19.98,393960.37,10.79,37.69,681212.74,18.92,18.92,1542.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,NEWCASTLE_AU,VIZAG,CAPESIZE,20575.54,20.53,610380.15,6.96,38.11,1053129.46,12.13,12.13,988.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-25,NEWCASTLE_AU,VIZAG,PANAMAX,13093.53,20.53,392110.43,10.87,38.11,676771.06,18.94,18.94,1543.31,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,KALIMANTAN_ID,HALDIA,PANAMAX,12659.24,11.22,182554.04,6.07,20.83,315693.15,10.42,10.42,850.13,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,KALIMANTAN_ID,PARADIP,CAPESIZE,19893.1,10.13,269238.31,3.65,19.46,467128.81,6.35,6.35,517.97,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,KALIMANTAN_ID,PARADIP,PANAMAX,12659.24,10.13,173472.74,5.74,19.46,301424.67,9.97,9.97,813.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,KALIMANTAN_ID,VIZAG,CAPESIZE,19893.1,10.51,260255.55,3.64,19.58,450041.08,6.26,6.26,510.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,KALIMANTAN_ID,VIZAG,PANAMAX,12659.24,10.51,168031.74,5.73,19.58,290796.48,9.84,9.84,802.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,NEWCASTLE_AU,HALDIA,PANAMAX,12659.24,21.08,403323.27,11.0,39.06,695968.15,19.15,19.15,1562.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,NEWCASTLE_AU,PARADIP,CAPESIZE,19893.1,19.98,614190.23,6.83,37.69,1061308.5,11.98,11.98,977.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,NEWCASTLE_AU,PARADIP,PANAMAX,12659.24,19.98,394241.97,10.67,37.69,681699.67,18.7,18.7,1525.57,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,NEWCASTLE_AU,VIZAG,CAPESIZE,19893.1,20.53,610816.44,6.88,38.11,1053882.23,11.98,11.98,977.6,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-26,NEWCASTLE_AU,VIZAG,PANAMAX,12659.24,20.53,392390.71,10.75,38.11,677254.81,18.71,18.71,1526.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,KALIMANTAN_ID,HALDIA,PANAMAX,12914.67,11.22,184249.19,6.13,20.83,318624.58,10.54,10.54,859.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,KALIMANTAN_ID,PARADIP,CAPESIZE,20294.48,10.13,271738.38,3.69,19.46,471466.44,6.42,6.42,523.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,KALIMANTAN_ID,PARADIP,PANAMAX,12914.67,10.13,175083.56,5.8,19.46,304223.61,10.08,10.08,821.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,KALIMANTAN_ID,VIZAG,CAPESIZE,20294.48,10.51,262672.21,3.68,19.58,454220.04,6.33,6.33,516.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,KALIMANTAN_ID,VIZAG,PANAMAX,12914.67,10.51,169592.03,5.79,19.58,293496.73,9.95,9.95,811.11,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,NEWCASTLE_AU,HALDIA,PANAMAX,12914.67,21.08,407068.42,11.13,39.06,702430.71,19.38,19.38,1580.6,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,NEWCASTLE_AU,PARADIP,CAPESIZE,20294.48,19.98,619893.43,6.91,37.69,1071163.51,12.12,12.12,988.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,NEWCASTLE_AU,PARADIP,PANAMAX,12914.67,19.98,397902.79,10.8,37.69,688029.73,18.93,18.93,1543.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,NEWCASTLE_AU,VIZAG,CAPESIZE,20294.48,20.53,616488.31,6.96,38.11,1063668.28,12.13,12.13,989.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-27,NEWCASTLE_AU,VIZAG,PANAMAX,12914.67,20.53,396034.34,10.87,38.11,683543.61,18.94,18.94,1544.21,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,KALIMANTAN_ID,HALDIA,PANAMAX,12513.97,11.22,181902.06,6.03,20.83,314565.67,10.36,10.36,844.05,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,KALIMANTAN_ID,PARADIP,CAPESIZE,19664.8,10.13,268276.74,3.63,19.46,465460.5,6.31,6.31,514.28,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,KALIMANTAN_ID,PARADIP,PANAMAX,12513.97,10.13,172853.2,5.71,19.46,300348.15,9.91,9.91,807.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,KALIMANTAN_ID,VIZAG,CAPESIZE,19664.8,10.51,259326.06,3.62,19.58,448433.79,6.23,6.23,507.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,KALIMANTAN_ID,VIZAG,PANAMAX,12513.97,10.51,167431.62,5.7,19.58,289757.92,9.78,9.78,796.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,NEWCASTLE_AU,HALDIA,PANAMAX,12513.97,21.08,401882.83,10.94,39.06,693482.55,19.03,19.03,1550.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,NEWCASTLE_AU,PARADIP,CAPESIZE,19664.8,19.98,611996.69,6.79,37.69,1057518.11,11.9,11.9,969.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,NEWCASTLE_AU,PARADIP,PANAMAX,12513.97,19.98,392833.97,10.61,37.69,679265.02,18.58,18.58,1514.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,NEWCASTLE_AU,VIZAG,CAPESIZE,19664.8,20.53,608634.96,6.84,38.11,1050118.36,11.91,11.91,970.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-30,NEWCASTLE_AU,VIZAG,PANAMAX,12513.97,20.53,390989.31,10.68,38.11,674836.05,18.6,18.6,1514.98,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,KALIMANTAN_ID,HALDIA,PANAMAX,12207.94,11.22,179946.13,5.96,20.83,311183.24,10.22,10.22,834.94,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,KALIMANTAN_ID,PARADIP,CAPESIZE,19183.9,10.13,265392.05,3.59,19.46,460455.54,6.23,6.23,508.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,KALIMANTAN_ID,PARADIP,PANAMAX,12207.94,10.13,170994.56,5.64,19.46,297118.6,9.78,9.78,799.02,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,KALIMANTAN_ID,VIZAG,CAPESIZE,19183.9,10.51,256537.61,3.58,19.58,443611.92,6.14,6.14,501.75,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,KALIMANTAN_ID,VIZAG,PANAMAX,12207.94,10.51,165631.28,5.63,19.58,286642.24,9.65,9.65,788.45,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,NEWCASTLE_AU,HALDIA,PANAMAX,12207.94,21.08,397561.51,10.78,39.06,686025.74,18.76,18.76,1532.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,NEWCASTLE_AU,PARADIP,CAPESIZE,19183.9,19.98,605416.08,6.7,37.69,1046146.95,11.73,11.73,958.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,NEWCASTLE_AU,PARADIP,PANAMAX,12207.94,19.98,388609.95,10.46,37.69,671961.1,18.32,18.32,1496.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,NEWCASTLE_AU,VIZAG,CAPESIZE,19183.9,20.53,602090.49,6.74,38.11,1038826.77,11.73,11.73,958.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-01-31,NEWCASTLE_AU,VIZAG,PANAMAX,12207.94,20.53,386785.13,10.53,38.11,667579.74,18.33,18.33,1496.99,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,KALIMANTAN_ID,HALDIA,PANAMAX,11791.95,11.22,183466.81,5.94,20.83,317271.61,10.18,10.18,832.34,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,KALIMANTAN_ID,PARADIP,CAPESIZE,18530.2,10.13,270584.5,3.58,19.46,469464.46,6.21,6.21,507.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,KALIMANTAN_ID,PARADIP,PANAMAX,11791.95,10.13,174340.11,5.62,19.46,302931.79,9.75,9.75,796.75,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,KALIMANTAN_ID,VIZAG,CAPESIZE,18530.2,10.51,261556.82,3.57,19.58,452291.29,6.12,6.12,500.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,KALIMANTAN_ID,VIZAG,PANAMAX,11791.95,10.51,168871.89,5.61,19.58,292250.46,9.62,9.62,785.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,NEWCASTLE_AU,HALDIA,PANAMAX,11791.95,21.08,405339.89,10.77,39.06,699447.99,18.72,18.72,1529.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-02-01,NEWCASTLE_AU,PARADIP,CAPESIZE,18530.2,19.98,617261.18,6.69,37.69,1066615.04,11.71,11.71,956.75,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
